tool		COASTAL do 28 nov 2019  5:39:42 CET	COASTAL do 28 nov 2019  5:39:42 CET	COASTAL do 28 nov 2019  5:39:42 CET	COASTAL do 28 nov 2019  5:39:42 CET	GDart gdart-0.1-c9831f3	GDart gdart-0.1-c9831f3	GDart gdart-0.1-c9831f3	GDart gdart-0.1-c9831f3	Java Ranger 2022.4	Java Ranger 2022.4	Java Ranger 2022.4	Java Ranger 2022.4	JayHorn 0.8	JayHorn 0.8	JayHorn 0.8	JayHorn 0.8	JBMC 5.72.1 (cbmc-5.72.1-22-g1ab48b9654-dirty)	JBMC 5.72.1 (cbmc-5.72.1-22-g1ab48b9654-dirty)	JBMC 5.72.1 (cbmc-5.72.1-22-g1ab48b9654-dirty)	JBMC 5.72.1 (cbmc-5.72.1-22-g1ab48b9654-dirty)	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	MLB v1.0	MLB v1.0	MLB v1.0	MLB v1.0	SPF di 26 nov 2019 21:45:09 CET	SPF di 26 nov 2019 21:45:09 CET	SPF di 26 nov 2019 21:45:09 CET	SPF di 26 nov 2019 21:45:09 CET
jayhorn-recursive/SatFibonacci03.yml	true	unknown	243.10326987	243.15106731999913	2189.934592	OUT OF MEMORY	225.248581806	224.95909240000037	9999.998976	TIMEOUT (true)	300.981382082	301.00130165199516	415.240192	true	10.570398563	10.578089269001794	199.159808	OUT OF MEMORY	244.630535729	244.28349128400077	9999.998976	TIMEOUT (true)	301.20944569	301.239602955	7768.141824	TIMEOUT	300.990150942	301.0013676650051	241.266688	TIMEOUT	300.972306154	301.00125772700267	825.462784
jayhorn-recursive/SatGcd.yml	true	unknown	54.763613925	54.84250222400078	2181.042176	TIMEOUT	300.974811667	301.00127573200007	5385.338880	unknown	225.694123973	225.71642349199828	1212.440576	true	4.693429576	4.703925337998953	175.480832	TIMEOUT	300.992220753	301.00087690799774	487.616512	OUT OF MEMORY (true)	209.926527432	210.3982969399999	11999.997952	TIMEOUT	300.985700007	301.0014233710026	168.562688	TIMEOUT	301.243569934	301.0008668130031	8609.091584
jayhorn-recursive/SatHanoi01.yml	true	unknown	242.982026283	243.00749337199886	1155.325952	TIMEOUT	301.245319382	301.0010575310007	9754.386432	TIMEOUT (true)	300.980467984	301.0014343820003	420.732928	TIMEOUT	300.987708819	301.02406806199724	465.629184	OUT OF MEMORY	210.782260758	210.4403117719994	9999.998976	TIMEOUT (true)	301.050683119	301.2451578470004	7812.505600	TIMEOUT	300.986789792	301.0011778159969	165.752832	TIMEOUT	300.927076572	301.0014189470021	786.337792
jayhorn-recursive/SatMccarthy91.yml	true	unknown	229.527868153	229.56589715699738	2190.696448	OUT OF MEMORY	273.250436687	273.0204035070001	9999.998976	TIMEOUT (true)	300.98591495	301.0011193579994	676.478976	true	4.830386442	4.836873766995268	175.497216	OUT OF MEMORY	269.715494134	269.4030078640026	9999.998976	OUT OF MEMORY (true)	263.038878501	263.4287483590001	11999.997952	TIMEOUT	300.985115316	301.00115695800196	290.422784	TIMEOUT	300.898602581	301.000773077998	270.229504
jayhorn-recursive/SatPrimes01.yml	true	unknown	242.91705556	243.229529911001	1259.880448	TIMEOUT	300.998800531	301.0013691160002	695.246848	TIMEOUT	301.011418719	301.00136075399496	1241.837568	true	6.500775535	6.5219537890006904	186.867712	OUT OF MEMORY	259.881722068	259.60034933899806	9999.998976	TIMEOUT (true)	301.012414925	301.1643556690001	5022.425088	TIMEOUT	300.978652434	301.0011343669976	143.974400	TIMEOUT	300.982896667	301.00110756100185	150.228992
jayhorn-recursive/UnsatAckermann01.yml	false	unknown	242.847554002	242.87027029000092	604.385280	TIMEOUT	301.01101282	301.0013563249995	943.636480	TIMEOUT	301.013118674	301.0013555359983	1214.459904	false	6.378238295	6.398744878999423	191.090688	false	4.356774675	4.365556660999573	73.068544	false	0.036776626	0.3695676550000826	31.727616	TIMEOUT	300.980756726	301.0012525070051	145.158144	false	1.538900467	1.5547033170005307	92.811264
jayhorn-recursive/UnsatAddition01.yml	false	false	136.196605676	136.26129762500204	1090.813952	false	6.840867846	6.851714420999997	446.701568	TIMEOUT	301.020830885	301.0013982180026	1222.123520	false	5.380244722	5.387702921005257	188.768256	false	0.637338144	0.6463814589988033	42.160128	false	0.023317628	0.033249181999963184	30.015488	false	2.095895182	2.1132295679999515	130.322432	false	1.561663034	1.5747461700011627	92.327936
jayhorn-recursive/UnsatAddition02.yml	false	unknown	242.977908094	243.00538099599726	1161.416704	TIMEOUT	300.982223411	301.0013535729995	690.929664	TIMEOUT	301.015773825	301.00145954600157	1220.390912	true	78.075673096	78.10102829900279	285.908992	OUT OF MEMORY	209.595598997	209.22522568600107	9999.998976	TIMEOUT (true)	301.21647032	301.24667084600014	7803.428864	TIMEOUT	300.979341308	301.0013118959978	166.260736	TIMEOUT	300.986198342	301.00133162899874	978.526208
jayhorn-recursive/UnsatEvenOdd01.yml	false	false	48.827103972	48.889513969999825	603.037696	false	5.362307744	5.373395852999238	438.304768	false	4.124393448	4.140148810998653	363.167744	false	5.554093518	5.573664955001732	188.133376	false	0.63861242	0.6483559650005191	42.741760	false	0.018884371	0.028599030999885144	29.761536	false	2.008846838	2.020864600002824	122.068992	unknown	1.49774179	1.5808998339998652	82.362368
jayhorn-recursive/UnsatFibonacci01.yml	false	false	53.986741957	54.0496931130001	609.390592	OUT OF MEMORY	223.059624818	222.78877061099956	9999.998976	false	4.744593411	4.761853524003527	359.571456	false	7.167200085	7.187408825993771	189.833216	false	1.279611581	1.2893824360035069	41.906176	false	1.027417783	1.0352376099999674	119.926784	false	2.578391352	2.596265847001632	158.838784	false	1.676944959	1.6856163929987815	95.944704
jayhorn-recursive/UnsatFibonacci02.yml	false	false	54.929022097	54.992134045001876	610.000896	false	10.440554122	10.453424995001114	480.026624	false	8.464281338	8.47281307400408	363.282432	false	10.957495066	10.978597074994468	196.628480	false	3.918970384	3.924625356001343	251.105280	TIMEOUT (true)	301.21647032	301.24667084600014	7803.428864	false	3.87156883	3.890546925002127	161.320960	false	2.757638269	2.7766278670023894	112.390144
MinePump/spec1-5_product1.yml	false	false	55.545675654	55.61244264099878	109.305856	unknown	18.982696857	19.02529821600001	477.544448	false	4.838768214	4.845628843999293	365.371392	false	150.39674269	150.4377994519964	1068.683264	false	1.602111643	1.6057540540023183	48.975872	false	0.152499219	0.16005009899981815	31.727616	false	2.322613863	2.341925357999571	136.314880	false	1.656337281	1.6606315090029966	85.921792
MinePump/spec1-5_product11.yml	false	false	2.610919601	2.6697808150020137	77.332480	unknown	7.101377714	7.113056536998556	475.680768	false	4.552501076	4.5671957209997345	360.173568	false	121.744300127	121.77547633100039	1022.672896	false	1.638372536	1.6482136960003118	49.221632	false	0.816203151	0.8327787670000362	64.217088	false	2.154697512	2.165403275001154	129.978368	false	1.463590909	1.4811197450035252	69.234688
MinePump/spec1-5_product14.yml	false	false	2.595725503	2.649604983002064	77.357056	unknown	7.245389396	7.256947802001378	475.607040	false	4.310881114	4.321294745001069	355.135488	false	118.68139748	118.71858571600023	1037.754368	false	1.629212195	1.6371378119984001	49.160192	false	0.173602699	0.21234806400025263	31.899648	false	2.017282219	2.0277023790040403	109.060096	false	1.473296271	1.491285752003023	70.381568
MinePump/spec1-5_product48.yml	false	false	2.765748655	2.822630841998034	77.316096	false	10.52150359	10.547364877998916	475.144192	false	31.893433804	31.90509068299434	400.404480	TIMEOUT	301.032158727	301.06586426599824	1799.495680	false	1.827810598	1.8339423750003334	49.860608	false	0.178599502	0.17903217299999596	31.989760	false	2.159075779	2.1725724920033826	129.974272	false	1.477385556	1.4892976499977522	70.184960
MinePump/spec1-5_product49.yml	false	false	3.348587042	3.4072143739977037	82.022400	unknown	7.24202104	7.253696010999192	465.920000	false	4.606064331	4.6177413030018215	355.786752	false	136.12311968	136.1633563869982	1158.893568	false	1.779035901	1.7891626609998639	49.172480	false	0.181541069	0.18199774300001081	31.989760	false	2.297893924	2.31433595699491	134.758400	false	1.500338597	1.5176806810050039	71.688192
MinePump/spec1-5_product5.yml	false	false	2.613986107	2.6711185249987466	77.352960	unknown	9.916664601	9.93439079899872	472.428544	false	4.255385602	4.261202288005734	353.763328	false	108.674768938	108.70738300499943	1015.619584	false	1.618524213	1.6245251429972996	49.209344	false	0.17083977	0.17132656000012503	31.846400	false	2.164550655	2.175459858997783	130.093056	false	1.456090089	1.4731500499983667	70.221824
MinePump/spec1-5_product55.yml	false	false	3.346449888	3.4034229190001497	82.104320	unknown	7.13641938	7.147772075999455	467.316736	false	4.805838637	4.8075479960025405	364.650496	false	155.598448161	155.67883061400062	1368.768512	false	1.833791429	1.843665800999588	49.381376	false	1.228623557	1.2292151620004006	84.606976	false	2.240886558	2.2514969520052546	113.643520	false	1.480163142	1.4992520539963152	71.364608
MinePump/spec1-5_product59.yml	true	unknown	242.628243275	242.71701851500256	239.611904	unknown	8.527409209	8.551488330000211	473.288704	true	258.163100147	258.19147795099707	1129.963520	TIMEOUT	301.031423669	301.0662868310028	1827.491840	true	2.297805794	2.3031532509994577	54.407168	true	93.462044061	93.4721662259999	205.811712	true	5.590543151	5.602390886000649	171.982848	true	2.356069319	2.3730709750016103	98.930688
MinePump/spec1-5_product6.yml	false	false	2.63513458	2.6929880880015844	77.316096	unknown	5.673511216	5.715188874999512	459.579392	false	4.450917794	4.457029607998265	362.819584	false	123.478740293	123.50674215300387	1060.933632	false	1.649036341	1.6571164050001244	49.360896	false	0.18108641	0.511072989999775	31.903744	false	2.191763118	2.211433913995279	130.068480	false	1.478286549	1.494395704998169	70.438912
MinePump/spec1-5_product60.yml	true	unknown	242.564823207	242.65085248999821	215.789568	unknown	12.471860793	12.487461082999289	475.967488	TIMEOUT	300.998129718	301.00127454000176	581.742592	TIMEOUT	301.025365352	301.0674720579991	1855.950848	true	2.312427338	2.323051467003097	55.062528	true	141.550748668	141.56517103700025	259.915776	true	5.56480213	5.585073704998649	172.908544	true	2.451551999	2.469849114997487	96.538624
MinePump/spec1-5_product61.yml	true	unknown	242.584856002	242.67348446100004	217.616384	unknown	12.062340001	12.079097365000052	474.734592	true	176.404950948	176.43971788699855	933.556224	TIMEOUT	301.036085125	301.07317013099964	2024.624128	true	2.248880616	2.256892160999996	53.403648	true	226.805946689	227.17175988500048	341.614592	true	5.51062421	5.531268908998754	163.069952	true	2.64871875	2.6548867050005356	96.284672
MinePump/spec1-5_product62.yml	true	unknown	242.551831014	242.6329940760006	216.748032	unknown	8.077114583	8.100154283998563	469.622784	true	156.655849638	156.69091964600375	899.358720	TIMEOUT	301.0348899	301.06975581100414	1906.814976	true	2.299449468	2.3026101530012966	54.185984	true	228.723642172	228.78098636899995	343.076864	true	5.562854973	5.573794547999569	171.610112	true	2.734244302	2.737804338001297	97.161216
MinePump/spec1-5_product63.yml	true	unknown	242.594936418	242.69499821799764	238.510080	unknown	16.098347774	16.1301038849997	475.062272	true	287.431586826	287.459799217002	1127.841792	TIMEOUT	301.023086133	301.0651917019932	1756.168192	true	2.329272626	2.3316605930012884	55.422976	true	92.759314612	92.80089777699959	205.422592	true	5.413996002	5.4346359229966765	172.371968	true	2.375473627	2.386561476996576	97.058816
MinePump/spec1-5_product64.yml	true	unknown	242.737774738	242.8246670209992	217.468928	unknown	23.994751381	24.046152516000802	479.088640	TIMEOUT	300.997432375	301.00145474099554	562.515968	TIMEOUT	301.042096875	301.0752354290016	2096.771072	true	2.333737756	2.338060105998011	56.070144	true	139.810492701	139.84078923299967	260.853760	true	5.53893778	5.555888130002131	169.758720	true	2.506228515	2.5228558119997615	96.509952
MinePump/spec1-5_product7.yml	false	false	2.65581315	2.7096537859979435	77.291520	unknown	10.160567664	10.178324010999859	474.628096	false	4.713262868	4.7176741439980105	365.420544	false	129.191264669	129.22003334300098	1132.437504	false	1.658023553	1.6643434620018525	49.119232	false	1.51214422	1.8486641030003739	94.257152	false	2.149279396	2.160102932000882	128.786432	false	1.482231655	1.4954707579963724	69.890048
MinePump/spec1-5_product9.yml	false	false	2.621662348	2.679777703000582	77.299712	unknown	9.103417358	9.117593050999858	473.464832	false	4.442902449	4.452742153000145	354.844672	false	106.446958779	106.47921435399621	980.066304	false	1.567432647	1.5683374670006742	41.529344	false	0.15509161	0.1556171259999246	31.784960	false	2.165013462	2.1763562850028393	129.830912	false	1.486352629	1.5036977370036766	70.316032
algorithms/BellmanFord-FunSat01.yml	true	unknown	1.290254724	1.3003575269976864	66.715648	unknown	174.232057194	174.27734479299943	3107.422208	unknown	4.718424091	4.728571158993873	372.310016	TIMEOUT	300.979399517	301.0172135660032	326.254592	OUT OF MEMORY	145.288411386	144.99802840900156	9999.998976	TIMEOUT (true)	300.986224018	301.0186352359997	326.455296	ERROR (1)	5.450156924	5.461059777000628	4820.156416	unknown	3.201719813	3.284168761005276	106.737664
algorithms/BellmanFord-FunUnsat01.yml	false	unknown	1.314280538	1.3232331549988885	66.543616	false	7.013589954	7.0247252199988	459.055104	unknown	4.748169493	4.759084179000638	371.580928	false	93.30604188	93.32511294800497	545.415168	false	0.670569616	0.6802406110000447	43.646976	false	0.039094483	0.10819357900072646	31.199232	false	1.974134335	1.9926326200002222	109.834240	unknown	1.505316185	1.5968974649949814	82.128896
algorithms/BellmanFord-MemSat01.yml	true	unknown	1.354857298	1.355974097001308	66.723840	unknown	20.501705347	20.520192247000523	714.977280	unknown	4.944061388	4.952176033999422	376.709120	TIMEOUT	300.970228827	301.01725416800036	308.748288	OUT OF MEMORY	213.527960229	213.23981876000107	9999.998976	TIMEOUT (true)	300.985461362	301.0178721510001	331.329536	ERROR (1)	5.873164935	5.884057005998329	4493.639680	unknown	3.146366825	3.234662930997729	106.762240
algorithms/BellmanFord-MemUnsat01.yml	false	unknown	1.314914061	1.324744104000274	66.682880	false	6.83742509	6.858920816999671	446.644224	unknown	4.812046709	4.822994861999177	379.768832	false	144.696960128	144.71695556700433	686.923776	false	0.677569775	0.7008588290009357	44.179456	false	0.024701252	0.03628922500047338	30.154752	false	2.164293144	2.18408094500046	134.123520	unknown	1.459838998	1.5446122430003015	82.321408
algorithms/BinaryTreeSearch-FunSat01.yml	true	unknown	242.924943546	242.94997723999768	697.982976	unknown	23.684916339	23.721221919999152	511.606784	TIMEOUT (true)	300.991371253	301.00124497999786	430.391296	TIMEOUT	300.985677083	301.0247022870026	543.518720	TIMEOUT	300.99348386	301.0012634980012	538.304512	TIMEOUT (true)	301.026878544	301.0576351709997	1484.255232	ERROR (1)	1.955857036	1.973402890995203	118.947840	unknown	143.81387133	143.91729897099867	513.527808
algorithms/BinaryTreeSearch-FunUnsat01.yml	false	false	15.134891639	15.193742703999305	105.050112	false	6.9226518	6.933972857999834	447.094784	false	4.79132515	4.799452874001872	371.585024	false	16.779718074	16.801055668998742	264.548352	false	0.928840591	0.939787093000632	44.584960	false	0.018831131	0.03707704799944622	29.892608	ERROR (1)	1.89627324	1.918856586999027	110.817280	unknown	62.065886737	62.16342155000166	521.232384
algorithms/BinaryTreeSearch-MemSat01.yml	true	unknown	242.908975789	242.92982840699915	586.997760	unknown	53.155127707	53.24344085899975	513.036288	TIMEOUT (true)	300.985387629	301.00094594300026	485.654528	TIMEOUT	300.996121067	301.0296745040032	650.698752	TIMEOUT	300.988785993	301.001374782998	465.113088	TIMEOUT (true)	301.142028979	301.17462285799957	4240.011264	ERROR (1)	1.86969502	1.8868992459974834	110.825472	unknown	72.880713601	72.9790448240019	478.167040
algorithms/BinaryTreeSearch-MemUnsat01.yml	false	false	1.36473411	1.4199785480013816	71.045120	false	11.4217541	11.441092190001655	473.878528	false	4.048880004	4.057420406999881	349.954048	false	41.618156331	41.6426280270025	292.003840	false	0.921328036	0.930741696000041	43.220992	false	0.02375112	0.06857358499928523	30.154752	ERROR (1)	1.912604261	1.937731589001487	114.614272	false	1.578453022	1.587948989996221	93.085696
algorithms/BinaryTreeSearch-MemUnsat02.yml	false	false	1.317007156	1.3745334390005155	64.188416	false	9.323964208	9.337655369999993	471.408640	false	3.906963924	3.917557280001347	343.232512	false	35.217477455	35.238344537996454	309.981184	false	0.673434141	0.6833449890000338	43.241472	false	0.023411893	0.03331120300026669	30.023680	ERROR (1)	1.844914294	1.8555075650001527	110.690304	false	1.504075079	1.5114058729959652	92.233728
algorithms/InsertionSort-FunSat01.yml	true	TIMEOUT	301.054956763	301.00071352199666	2198.544384	TIMEOUT	301.246315416	301.0012927480002	9770.180608	unknown	3.961208695	3.9714191909952206	356.360192	TIMEOUT	300.998533351	301.03768608099926	950.349824	OUT OF MEMORY	149.443004838	149.0656856689966	9999.998976	TIMEOUT (true)	300.998817003	301.0316384049993	681.136128	TIMEOUT	301.010807541	301.0013112250017	1539.039232	unknown	1.438579042	1.4488993530030712	81.977344
algorithms/InsertionSort-FunSat02.yml	true	TIMEOUT	301.056572133	301.001316271002	2198.441984	TIMEOUT	301.208145957	301.0012168909998	9343.602688	TIMEOUT	300.983567686	301.0008283510033	418.160640	TIMEOUT	301.007061468	301.04282053899806	1057.656832	TIMEOUT	301.29980985	301.0013496850006	8686.747648	unknown	0.020175203	0.05635159699977521	30.015488	TIMEOUT	301.013435389	301.00120583499665	1398.607872	unknown	1.461102425	1.4710488030032138	81.936384
algorithms/InsertionSort-FunUnsat01.yml	false	TIMEOUT	301.056846026	301.00117912899805	2198.564864	false	7.729197754	7.741120083999704	446.865408	unknown	4.42712714	4.437911453002016	358.686720	false	12.593170027	12.605661046996829	238.112768	false	0.657801499	0.6647478699997009	43.732992	false	0.028538692	0.09209621699937998	30.851072	false	2.061280664	2.073717579994991	131.112960	unknown	1.451277275	1.4618653350044042	81.879040
algorithms/InsertionSort-MemSat01.yml	true	TIMEOUT	301.056672741	301.00122590799947	2198.540288	TIMEOUT	301.259693463	301.0012944730006	9940.606976	TIMEOUT	300.984147682	301.00103293499706	410.914816	true	7.710209125	7.715165285000694	202.252288	OUT OF MEMORY	166.184769496	165.79656939500273	9999.998976	TIMEOUT (true)	301.000270585	301.03246711500014	688.152576	TIMEOUT	301.017536132	301.0013434430002	1544.552448	unknown	1.424582492	1.4342333919994417	82.403328
algorithms/InsertionSort-MemUnsat01.yml	false	TIMEOUT	301.055184095	301.0012660960019	2198.454272	false	7.809845437	7.821779203000915	460.308480	false	4.149592966	4.160891165003704	350.662656	false	16.892816411	16.912766519002616	273.100800	false	0.65207199	0.6627467830003297	43.155456	false	0.018599416	0.08153597900036402	29.806592	false	1.94315129	1.9599268059973838	109.690880	unknown	1.483601567	1.4909208780009067	81.936384
algorithms/MergeSortIterative-FunSat01.yml	true	TIMEOUT	301.055834244	301.0014517999989	2198.511616	TIMEOUT	301.119000829	301.00127497099857	4745.699328	TIMEOUT	300.986982029	301.001256001	406.532096	TIMEOUT	300.999316772	301.0340149190015	790.667264	ERROR (6)	55.27664871	55.2901943509969	1777.283072	TIMEOUT (true)	301.015284395	301.0488507179998	1158.541312	TIMEOUT	301.028016378	301.00124438100465	1789.718528	unknown	1.521232902	1.5274606969978777	82.526208
algorithms/MergeSortIterative-FunSat02.yml	true	TIMEOUT	301.061966518	301.00133943000037	2198.155264	unknown	28.182193467	28.221748197000124	642.863104	TIMEOUT	300.984577932	301.0011880029997	410.304512	TIMEOUT	300.984554643	301.0177947859993	322.764800	ERROR (6)	57.116933564	57.13212810499681	1768.644608	TIMEOUT (true)	300.98134379	301.04956026200034	1149.054976	TIMEOUT	301.02281944	301.0014717140002	1621.970944	unknown	1.491602309	1.497806520004815	82.399232
algorithms/MergeSortIterative-FunUnsat01.yml	false	TIMEOUT	301.059501992	301.00103919899993	2198.290432	false	8.047571859	8.060435819999839	457.629696	unknown	4.680382605	4.686062359003699	359.817216	false	32.403148694	32.434955803000776	288.788480	false	0.748018849	0.7543008280008507	48.349184	false	0.283094002	0.31542677099969296	43.950080	false	2.146070104	2.1646726639955887	136.609792	unknown	1.47522751	1.4848368870007107	81.833984
algorithms/MergeSortIterative-MemSat01.yml	false	TIMEOUT	301.061843188	301.0012639380002	2198.511616	OUT OF MEMORY	289.236163013	288.97837412600165	9999.998976	TIMEOUT	300.979818866	301.0013641609985	410.783744	TIMEOUT	300.973067385	301.01558112099883	308.133888	ERROR (6)	274.824196118	274.851558757	2134.827008	TIMEOUT (true)	301.01571992	301.04922961600005	1177.018368	TIMEOUT	301.015793627	301.00125048500195	1703.251968	unknown	1.511525654	1.5136445440002717	81.743872
algorithms/MergeSortIterative-MemUnsat01.yml	false	TIMEOUT	301.05592911	301.0013258850013	2198.212608	false	7.902316113	7.914931801000421	472.457216	false	4.26077849	4.277319549000822	361.996288	TIMEOUT	300.990223279	301.023463532998	517.476352	false	0.746527375	0.7482784400017408	48.381952	false	0.031315452	0.06698929800040787	30.580736	false	2.084765549	2.1001797030039597	130.318336	unknown	1.475253655	1.4841893030024949	82.612224
