tool		Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0
jayhorn-recursive/SatFibonacci01.yml	true	TIMEOUT (true)	20.357115584	40.57189202200061	133.877760	true	0.010927785	0.021206319999691914	18.702336	true	0.021577414	0.04687954700057162	37.134336	true	0.02016118	0.038155559999722755	37.101568	true	0.010895848	0.0211767749988212	18.698240
jayhorn-recursive/SatFibonacci02.yml	true	true	0.4537367	0.9104543069988722	40.562688	true	0.020828669	0.047070992999579175	19.222528	true	0.020683976	0.04295936000016809	18.698240	true	0.019697954	0.04198814900155412	18.710528	true	0.019514177	0.045779346000927035	18.694144
jayhorn-recursive/SatFibonacci03.yml	true	TIMEOUT (true)	20.354718301	40.5643866900009	136.531968	TIMEOUT (true)	20.453665976	40.70400357500148	2592.788480	TIMEOUT (true)	20.360389165	40.56752356400011	179.208192	TIMEOUT (true)	20.414033697	40.59459790700021	454.025216	TIMEOUT (true)	20.442585437	40.70270549599991	2604.519424
jayhorn-recursive/SatGcd.yml	true	TIMEOUT (true)	20.431054148	40.69253554399984	1929.244672	TIMEOUT (true)	20.404347932	40.649166592000256	1295.224832	TIMEOUT (true)	20.451267147	40.62351388100069	771.629056	TIMEOUT (true)	20.416344733	40.659115795000616	839.639040	TIMEOUT (true)	20.440974074	39.81318354799987	1300.353024
jayhorn-recursive/SatHanoi01.yml	true	TIMEOUT (true)	20.387144903	39.57452309099972	95.293440	TIMEOUT (true)	17.677506158	51.257585489998746	2063.347712	TIMEOUT (true)	20.362158514	40.59373167400008	113.360896	TIMEOUT (true)	20.443188664	40.53276369699961	502.718464	TIMEOUT (true)	20.545003381	39.562745143999564	2260.848640
jayhorn-recursive/SatMccarthy91.yml	true	TIMEOUT (true)	20.167176892	36.87403123799959	706.289664	TIMEOUT (true)	20.49886324	42.19797086700055	3528.241152	TIMEOUT (true)	20.371481481	40.609513945999424	391.827456	TIMEOUT (true)	20.431380417	40.67477191499893	793.128960	TIMEOUT (true)	20.556984437	38.95043314199938	3523.813376
jayhorn-recursive/SatPrimes01.yml	true	TIMEOUT (true)	20.363409647	40.58717715000057	256.188416	TIMEOUT (true)	20.458749885	40.768864836998546	2600.062976	TIMEOUT (true)	20.371305171	40.56550615099968	297.672704	TIMEOUT (true)	20.398842234	40.63736341299955	362.000384	TIMEOUT (true)	20.473851992	40.60646832299972	2695.725056
jayhorn-recursive/UnsatAckermann01.yml	false	false	0.047942448	0.10100084400073683	37.888000	false	0.036604323	0.07326953000119829	39.055360	false	0.046176538	0.09955338300005678	38.035456	false	0.050808206	0.10932515800050169	38.973440	false	0.034387809	0.07365971200124477	39.067648
jayhorn-recursive/UnsatAddition01.yml	false	false	0.026209072	0.06293873600043298	37.167104	false	0.022308964	0.04752410600121948	37.298176	false	0.022592314	0.04808227400008036	37.122048	false	0.024188046	0.044318862001091475	37.253120	false	0.021069561	0.04633145799925842	37.355520
jayhorn-recursive/UnsatAddition02.yml	false	false	0.022249137	0.04748074999952223	37.093376	false	0.03170516	0.05602639699827705	37.076992	false	0.020132135	0.04206825100027345	37.076992	false	0.020918329	0.03421712899944396	37.097472	false	0.019957265	0.0332143180003186	37.101568
jayhorn-recursive/UnsatEvenOdd01.yml	false	false	0.022439679	0.043707344000722514	37.105664	false	0.020612565	0.04574158700052067	37.068800	false	0.020460771	0.04601253700002417	37.138432	false	0.021962947	0.04115478499988967	37.105664	false	0.019656726	0.03697294899939152	37.101568
jayhorn-recursive/UnsatFibonacci01.yml	false	false	0.355825347	0.6930104100010794	47.144960	false	0.020305244	0.045516070000303444	37.076992	false	0.020072058	0.045638240000698715	37.101568	false	0.020997995	0.04065915600040171	37.093376	false	0.019579848	0.04484767599933548	36.970496
jayhorn-recursive/UnsatFibonacci02.yml	false	TIMEOUT (true)	20.365923681	40.521451447999425	283.205632	TIMEOUT (true)	20.447507146	40.724248041000465	2659.278848	TIMEOUT (true)	20.104072547	39.27955962000033	208.957440	TIMEOUT (true)	20.39919501	40.60525893599879	469.409792	TIMEOUT (true)	20.46838731	40.74666017799973	2701.344768
jayhorn-recursive/UnsatMccarthy91.yml	false	false	0.020143228	0.045314340000913944	36.970496	false	0.019514752	0.042936808000376914	36.974592	false	0.020101543	0.04476194999915606	37.040128	false	0.020119725	0.033796929001255194	36.966400	false	0.019705007	0.043384460999732255	37.097472
MinePump/spec1-5_product1.yml	false	false	0.204410664	0.3859501859988086	39.288832	false	0.24401794	0.4819904529995256	39.866368	false	0.178132639	0.35515511500034336	38.957056	false	0.161039298	0.31733668699962436	39.124992	false	0.233970816	0.46458287199857295	39.845888
MinePump/spec1-5_product10.yml	false	false	0.205142971	0.40874532599991653	39.272448	false	0.257260912	0.5074440799999138	39.972864	false	0.183822795	0.3546844370002873	39.014400	false	0.166662891	0.3254980140009138	39.165952	false	0.249369514	0.4884483059995546	39.985152
MinePump/spec1-5_product11.yml	false	false	1.345536012	2.6877750789990387	68.771840	false	1.352389053	2.6928316739995353	101.097472	false	1.000598836	2.0043999469999108	64.667648	false	0.978424768	1.941894104998937	71.663616	false	1.327543229	2.6441737899986038	101.064704
MinePump/spec1-5_product12.yml	false	false	1.18382305	2.363343498998802	62.652416	false	1.165098703	2.3202719600012642	87.056384	false	0.90706098	1.8051225149993115	59.523072	false	0.882041868	1.7453906330010796	65.306624	false	1.172013289	2.330517078000412	87.040000
MinePump/spec1-5_product13.yml	false	false	0.241125306	0.4737272860002122	39.194624	false	0.272003856	0.5359291010008747	39.972864	false	0.206906367	0.41391347399985534	39.071744	false	0.185632816	0.35860816999957024	39.227392	false	0.279685306	0.5521095639996929	39.985152
MinePump/spec1-5_product14.yml	false	false	0.239573461	0.4634845349992247	39.194624	false	0.274133942	0.5451830719994177	40.042496	false	0.207520058	0.4075672349999877	39.084032	false	0.188043693	0.37238660900038667	39.235584	false	0.286630941	0.5777460509998491	39.985152
MinePump/spec1-5_product15.yml	false	false	2.545434457	5.078059802999633	97.456128	false	2.740239315	5.464682671999981	171.118592	false	1.961942893	3.910940073999882	88.846336	false	1.919835484	3.8348039239990612	102.555648	false	2.723174614	5.435293772001387	171.069440
MinePump/spec1-5_product16.yml	false	false	2.08492867	4.156046268999489	82.894848	false	2.261365186	4.372022896999624	131.149824	false	1.626834542	3.2530504879996442	76.984320	false	1.599801634	3.179340458000297	86.831104	false	2.224247331	4.444608609999705	131.162112
MinePump/spec1-5_product2.yml	false	false	0.206754913	0.4056086390010023	39.133184	false	0.235162116	0.46352077499977895	39.866368	false	0.179179646	0.35865557999932207	38.993920	false	0.161348942	0.31503475599856756	39.038976	false	0.235110133	0.4598755959996197	39.858176
MinePump/spec1-5_product3.yml	false	false	1.305092062	2.6045639099993423	68.067328	false	1.257567199	2.501125876000515	99.688448	false	0.984053696	1.9638062619997072	64.028672	false	0.962347517	1.9085176030002913	70.938624	false	1.246518309	2.4928828179999982	99.643392
MinePump/spec1-5_product4.yml	false	false	1.163858309	2.324259319000703	62.111744	false	1.161672675	2.311174345000836	86.052864	false	0.886009301	1.769127018999825	59.117568	false	0.85956669	1.7034008230002655	64.737280	false	1.122617414	2.2429941810005403	85.942272
MinePump/spec1-5_product48.yml	false	false	0.244092079	0.4809139579992916	39.497728	false	0.303375401	0.5956525699984923	40.259584	false	0.210295602	0.41287611899952026	39.231488	false	0.189127168	0.37686360699990473	39.325696	false	0.278929441	0.5518673099995794	40.259584
MinePump/spec1-5_product49.yml	false	false	0.244371426	0.48281376600061776	39.485440	false	0.283705423	0.5653630380002141	40.292352	false	0.211553805	0.4112646980001955	39.219200	false	0.189570079	0.36804705199938326	39.387136	false	0.280495499	0.5647592260011152	40.321024
MinePump/spec1-5_product5.yml	false	false	0.231040213	0.4610668680015806	39.194624	false	0.277949474	0.5453381649986113	39.915520	false	0.203760684	0.398982407999938	39.026688	false	0.182397259	0.3522601120002946	39.174144	false	0.264892621	0.40429620599934424	39.907328
MinePump/spec1-5_product50.yml	false	false	0.247060812	0.4886776200000895	39.497728	false	0.318557356	0.6475303070001246	40.267776	false	0.21378524	0.4286569129999407	39.239680	false	0.191163741	0.37587426499885623	39.346176	false	0.273810622	0.5461649439985194	40.321024
MinePump/spec1-5_product51.yml	false	false	2.309709907	4.611137255000358	96.493568	false	2.493550615	4.9734315010009595	158.429184	false	1.79065398	3.430703953000375	88.907776	false	1.766268353	3.5178384209993965	100.958208	false	2.568218483	5.124502352000491	158.388224
MinePump/spec1-5_product52.yml	false	false	1.947492555	3.8896009260006394	84.332544	false	2.144637666	4.270864172000074	126.418944	false	1.513096337	3.015629769000043	78.565376	false	1.484543718	2.966154502999416	87.764992	false	2.154632165	4.305258630000026	126.394368
MinePump/spec1-5_product53.yml	false	false	0.238225153	0.4632447839994711	39.358464	false	0.275431161	0.5491477399991709	40.275968	false	0.209276393	0.4218544630002725	39.227392	false	0.186460262	0.3666215400007786	39.391232	false	0.294694249	0.580603947999407	40.259584
MinePump/spec1-5_product54.yml	false	false	0.24027158	0.47672414099906746	39.366656	false	0.283485545	0.5546484520000377	40.275968	false	0.208379112	0.41049672099961754	39.235584	false	0.18751089	0.36404088500057696	39.309312	false	0.286832126	0.5712386480008718	40.378368
MinePump/spec1-5_product55.yml	false	false	1.977003073	3.7348781139990024	88.178688	false	2.118965547	4.228353556000002	148.869120	false	1.535056606	3.0657748980001998	81.993728	false	1.515533507	3.0164036420010234	91.795456	false	2.20730903	4.410550982000132	148.905984
MinePump/spec1-5_product56.yml	false	false	1.691805631	3.3774776610007393	76.275712	false	1.765315933	3.528051670999048	116.879360	false	1.318493788	2.6299397530001443	71.782400	false	1.290164179	2.3912900449995504	79.417344	false	1.88415736	3.757727986001555	116.924416
MinePump/spec1-5_product59.yml	true	TIMEOUT (true)	20.374198478	40.58936270900085	151.769088	TIMEOUT (true)	20.357133918	40.53732254300121	274.550784	TIMEOUT (true)	20.356818172	40.40289359200051	131.395584	TIMEOUT (true)	20.647230231	40.44923215699964	154.214400	TIMEOUT (true)	20.36899687	40.5666090550003	274.513920
MinePump/spec1-5_product6.yml	false	false	0.232778336	0.45960855100020126	39.149568	false	0.269571795	0.5309051739986899	39.981056	false	0.202639413	0.4073574499998358	39.038976	false	0.181763444	0.36021395700117864	39.219200	false	0.28319932	0.5686998490000406	39.936000
MinePump/spec1-5_product60.yml	true	TIMEOUT (true)	20.373873645	40.53736203199878	137.531392	TIMEOUT (true)	20.385489636	39.738401829001305	176.160768	TIMEOUT (true)	20.355214117	40.506919723000465	146.333696	TIMEOUT (true)	20.520081518	40.70634290399903	185.913344	TIMEOUT (true)	20.35599227	40.56952406799974	176.136192
MinePump/spec1-5_product61.yml	true	TIMEOUT (true)	20.417166241	40.508115653999994	291.323904	TIMEOUT (true)	20.142213441	37.89614609800083	363.364352	TIMEOUT (true)	20.358539308	40.5134845850007	263.413760	TIMEOUT (true)	20.101554811	37.1679322330001	324.517888	TIMEOUT (true)	20.398635882	40.09944816499956	385.740800
MinePump/spec1-5_product62.yml	true	TIMEOUT (true)	20.3679868	40.4573869270007	292.749312	TIMEOUT (true)	20.398414536	39.55457877200024	367.628288	TIMEOUT (true)	20.376999751	39.98462339900016	263.888896	TIMEOUT (true)	20.374848191	40.4276367629991	330.211328	TIMEOUT (true)	20.384347972	40.40181692599981	388.104192
MinePump/spec1-5_product63.yml	true	TIMEOUT (true)	20.364753071	40.41543576899858	150.863872	TIMEOUT (true)	20.385764468	40.39396158099953	274.542592	TIMEOUT (true)	20.357869894	40.55137511400062	131.256320	TIMEOUT (true)	20.361081497	40.422069235999516	154.025984	TIMEOUT (true)	20.379860215	40.432575953000196	274.546688
MinePump/spec1-5_product64.yml	true	TIMEOUT (true)	20.358801374	40.38978646800024	133.009408	TIMEOUT (true)	20.359413188	40.56317115999991	174.931968	TIMEOUT (true)	20.35598936	40.550136787000156	148.279296	TIMEOUT (true)	20.360344972	40.52988000000005	186.171392	TIMEOUT (true)	20.378163256	40.434182435001276	174.977024
MinePump/spec1-5_product7.yml	false	false	2.480880556	4.625516460999279	95.809536	false	2.661575939	5.320320979000826	168.620032	false	1.917022638	3.830776202999914	87.859200	false	1.888075511	3.7624757590001536	101.494784	false	2.650097224	5.289202199999636	168.636416
MinePump/spec1-5_product8.yml	false	false	2.037576785	4.060431136998886	82.038784	false	2.170493131	4.32676916300079	129.384448	false	1.608125799	3.203769480000119	76.152832	false	1.57788138	2.9608909050002694	86.036480	false	2.172008736	4.334049118000621	129.380352
MinePump/spec1-5_product9.yml	false	false	0.205912508	0.4074113619990385	39.268352	false	0.239569045	0.47992752000027394	39.907328	false	0.184342797	0.360470233000342	38.998016	false	0.164109456	0.3140314889988076	39.178240	false	0.238442407	0.4680825380000897	39.940096
algorithms/BellmanFord-FunSat01.yml	true	TIMEOUT (true)	20.411161723	40.323013989000174	152.563712	TIMEOUT (true)	20.372655942	40.59216568800002	390.799360	TIMEOUT (true)	20.354539484	40.5355088919996	80.543744	TIMEOUT (true)	20.4279571	40.70864190500106	87.130112	TIMEOUT (true)	20.381250674	40.118933546000335	381.513728
algorithms/BellmanFord-FunUnsat01.yml	false	false	0.168149827	0.33325726299881353	39.960576	false	0.04242729	0.08311379500082694	38.367232	false	0.075233385	0.15089800199984893	38.084608	false	0.05121036	0.08584122600041155	38.510592	false	0.043204995	0.09729902899925946	38.371328
algorithms/BellmanFord-MemSat01.yml	true	TIMEOUT (true)	20.374445844	40.581660367999575	147.746816	TIMEOUT (true)	20.367218394	40.58002602799934	403.283968	TIMEOUT (true)	20.35235327	40.49541751900051	80.068608	TIMEOUT (true)	20.388354461	40.616035988001386	85.159936	TIMEOUT (true)	20.36639017	40.56646182300028	403.300352
algorithms/BellmanFord-MemUnsat01.yml	false	false	0.043845855	0.08781897200060484	37.912576	false	0.025676695	0.04897275599978457	37.494784	false	0.030504552	0.06661174400051095	37.363712	false	0.025876446	0.05535686499933945	37.437440	false	0.024712505	0.052083800999753294	37.543936
algorithms/BinaryTreeSearch-FunSat01.yml	true	TIMEOUT (true)	20.399599032	40.447503928000515	70.557696	TIMEOUT (true)	20.399166868	40.65608162599892	1107.034112	TIMEOUT (true)	20.35324206	40.544443554999816	149.610496	TIMEOUT (true)	20.395537189	40.633846314998664	146.182144	TIMEOUT (true)	20.405812697	40.493577081000694	1106.722816
algorithms/BinaryTreeSearch-FunUnsat01.yml	false	false	0.023987573	0.0492119240007014	37.191680	false	0.02160597	0.046855578999384306	37.228544	false	0.021655239	0.04555165700003272	37.236736	false	0.021530863	0.0411060370006453	37.208064	false	0.02244042	0.0477005390002887	37.232640
algorithms/BinaryTreeSearch-MemSat01.yml	true	TIMEOUT (true)	20.404024285	40.49160672000107	410.501120	TIMEOUT (true)	20.41342913	40.195393056001194	1269.784576	TIMEOUT (true)	20.365577104	40.50044104799963	313.368576	TIMEOUT (true)	20.395150949	40.30459551199965	747.966464	TIMEOUT (true)	20.415468881	40.49257107499943	1254.309888
algorithms/BinaryTreeSearch-MemUnsat01.yml	false	false	0.030172416	0.06387541200092528	37.330944	false	0.025261599	0.05051276899939694	37.490688	false	0.028956279	0.056920853000519855	37.306368	false	0.0285989	0.052577920998373884	37.396480	false	0.025230116	0.06415705499966862	37.539840
algorithms/BinaryTreeSearch-MemUnsat02.yml	false	false	0.027737117	0.05292042300061439	37.232640	false	0.023208168	0.04834259300150734	37.236736	false	0.025847083	0.06425461600065319	37.326848	false	0.02571867	0.05375672099944495	37.371904	false	0.023044788	0.04836310999962734	37.257216
algorithms/InsertionSort-FunSat01.yml	true	TIMEOUT (true)	20.375751293	40.570752472000095	171.081728	TIMEOUT (true)	20.360922362	40.38870411300013	141.766656	TIMEOUT (true)	20.355187938	40.55730441099968	141.193216	TIMEOUT (true)	20.367708448	40.31854851200114	141.725696	TIMEOUT (true)	20.357258531	40.51670694399945	141.815808
algorithms/InsertionSort-FunSat02.yml	true	TIMEOUT (true)	20.396918216	40.47251585699996	171.380736	TIMEOUT (true)	20.361708379	40.398262145001354	159.387648	TIMEOUT (true)	20.356330902	40.54399504899993	158.425088	TIMEOUT (true)	20.365087755	40.40591317699909	159.334400	TIMEOUT (true)	20.372151777	40.433985007000956	160.264192
algorithms/InsertionSort-FunUnsat01.yml	false	false	0.147785821	0.2951764040008129	39.440384	false	0.029344421	0.060457206000137376	38.019072	false	0.049265343	0.09796288600045955	38.027264	false	0.036204824	0.06787693600017519	38.117376	false	0.028620804	0.05213136999918788	38.014976
algorithms/InsertionSort-MemSat01.yml	true	TIMEOUT (true)	20.398068626	40.45612482400065	170.999808	TIMEOUT (true)	20.366183393	40.42084021699884	143.364096	TIMEOUT (true)	20.358869183	40.55829953599914	144.105472	TIMEOUT (true)	20.367559895	40.397125842000605	143.904768	TIMEOUT (true)	20.362475336	40.38450626800113	142.741504
algorithms/InsertionSort-MemUnsat01.yml	false	false	0.027413144	0.05264771899965126	37.154816	false	0.020102798	0.047360829999888665	37.089280	false	0.020073207	0.04548248399987642	37.105664	false	0.01966639	0.03736481500163791	37.097472	false	0.020056381	0.03701366200039047	37.117952
algorithms/MergeSortIterative-FunSat01.yml	true	TIMEOUT (true)	20.392951261	40.47999428999901	241.520640	TIMEOUT (true)	20.372121758	40.20527009499892	154.542080	TIMEOUT (true)	20.356532703	40.564847669999835	154.652672	TIMEOUT (true)	20.366972224	40.203677321000214	154.460160	TIMEOUT (true)	20.365614094	40.37534724999932	154.542080
algorithms/MergeSortIterative-FunSat02.yml	true	TIMEOUT (true)	20.397322373	40.45642662099999	239.857664	TIMEOUT (true)	20.373748907	40.60124321399962	172.609536	TIMEOUT (true)	20.360730193	40.55951215099958	171.913216	TIMEOUT (true)	20.3617101	40.550317696001	172.654592	TIMEOUT (true)	20.361161629	40.41758448600012	172.064768
algorithms/MergeSortIterative-FunUnsat01.yml	false	false	3.994808587	7.987782164998862	86.966272	false	0.295966646	0.584132263000356	50.843648	false	0.710877553	1.4133686280001712	50.978816	false	0.336999868	0.6619317309996404	51.138560	false	0.298416569	0.5886943679997785	50.827264
algorithms/MergeSortIterative-MemSat01.yml	false	TIMEOUT (true)	20.366064544	40.573203862999435	239.648768	TIMEOUT (true)	20.360089668	40.40910269400047	156.217344	TIMEOUT (true)	20.359721006	40.569053074000294	156.209152	TIMEOUT (true)	20.365498178	40.36795215500024	156.364800	TIMEOUT (true)	20.357588431	40.55751122900074	156.110848
algorithms/MergeSortIterative-MemUnsat01.yml	false	false	0.090205526	0.17625907000001462	39.714816	false	0.029759368	0.06824727700040967	37.953536	false	0.029614957	0.06590841700017336	37.953536	false	0.029712375	0.06105602099887619	37.957632	false	0.029391559	0.05302135800047836	37.982208
algorithms/RedBlackTree-FunSat01.yml	true	TIMEOUT (true)	20.368567824	40.38833405100013	90.316800	TIMEOUT (true)	20.37886773	40.464305915000295	534.712320	TIMEOUT (true)	20.356044246	40.525677036999696	155.897856	TIMEOUT (true)	20.364972356	40.429979882001135	192.307200	TIMEOUT (true)	20.380999015	40.43857437799852	535.412736
algorithms/RedBlackTree-FunUnsat01.yml	false	false	0.048978736	0.09701109699926747	38.305792	false	0.072978595	0.14191830499839853	39.288832	false	0.042998304	0.09649696400083485	37.949440	false	0.04547741	0.09175195500029076	38.092800	false	0.072708203	0.13665859700086003	39.247872
algorithms/RedBlackTree-MemSat01.yml	true	TIMEOUT (true)	20.365128331	40.53843906499969	186.904576	TIMEOUT (true)	20.389841009	40.63049802200112	746.450944	TIMEOUT (true)	20.367727022	40.510867998999856	170.168320	TIMEOUT (true)	20.373873925	40.55389307199948	400.199680	TIMEOUT (true)	20.383329027	40.603310757000145	746.196992
algorithms/RedBlackTree-MemUnsat01.yml	false	false	0.047348433	0.10016098999949463	38.277120	false	0.059527189	0.1126999079988309	38.711296	false	0.04559222	0.09604556000067532	38.277120	false	0.047386374	0.09204145799958496	38.391808	false	0.059204013	0.11099156399905041	38.744064
algorithms/SortedListInsert-FunSat01.yml	true	TIMEOUT (true)	20.416077339	40.20503310999993	746.225664	TIMEOUT (true)	20.424055425	40.53483011299977	1488.322560	TIMEOUT (true)	20.376967167	40.59384388699982	622.104576	TIMEOUT (true)	20.399989828	40.46483465200072	1021.403136	TIMEOUT (true)	21.068649844	30.838299299000937	1517.174784
algorithms/SortedListInsert-FunSat02.yml	true	TIMEOUT (true)	20.390703844	40.494734052999775	686.231552	TIMEOUT (true)	20.420957899	40.523502333999204	1422.729216	TIMEOUT (true)	20.376150328	40.580730798999866	547.860480	TIMEOUT (true)	20.401731511	40.472758312000224	1068.269568	TIMEOUT (true)	21.065782096	21.06776324099883	1508.052992
algorithms/SortedListInsert-FunUnsat01.yml	false	false	0.026358356	0.06383447400003206	37.175296	false	0.021698776	0.04357163299937383	37.101568	false	0.024459035	0.04037375499956397	37.105664	false	0.024052612	0.049828929999421234	37.150720	false	0.025381767	0.0346900660006213	37.097472
algorithms/SortedListInsert-MemSat01.yml	true	TIMEOUT (true)	20.385920376	40.62647024800026	696.918016	TIMEOUT (true)	20.42483422	40.55114199400123	1470.070784	TIMEOUT (true)	20.378459967	40.59536582999954	576.458752	TIMEOUT (true)	20.401037874	40.46967930699975	984.477696	TIMEOUT (true)	21.068600797	21.070558724000875	1577.660416
algorithms/SortedListInsert-MemUnsat01.yml	false	TIMEOUT (true)	20.378575743	40.60635240099873	687.792128	TIMEOUT (true)	20.420018679	40.52863501599859	1511.014400	TIMEOUT (true)	20.379827169	40.589565636999396	553.926656	TIMEOUT (true)	20.400206221	40.489941155999986	972.890112	TIMEOUT (true)	21.069018046	21.07111306600018	1574.961152
